Gene	N_mutations	Mean	Median	95CI_lower	95CI_upper	Min	Max	MSC	Source
H4C16	15	23.92	24	20.59435265	27.24564735	22	27	7.13853426	1000G
H4C2	17	23.5	23.7	11.59275059	35.40724941	12.78	38	3.745987701	1000G
H4C4	23	23.91956522	23	10.38898878	37.45014165	14.23	38	3.292310906	1000G
H4C6	9	24.21111111	24.2	23.64093497	24.78128725	23.3	25.3	8.286737913	1000G
H4C7	20	22.788	21.95	8.97982837	36.59617163	15.88	38	2.761222965	1000G
H4C8	18	24.19444444	23.9	11.6530145	36.73587439	10.71	37	3.768700118	1000G
H4C9	4	24.9	24.75	22.14223818	27.65776182	22.3	27.8	7.721905277	1000G
HABP4	14	19.49678571	20.45	4.752921735	34.24064969	7.975	29.8	1.168175699	1000G
HACD2	3	18.6	18.78	9.62464034	27.57535966	11.12	25.9	3.004241332	1000G
HACD3	20	23.5965	24.8	10.771298	36.421702	15.01	33	3.436396573	1000G
HACD4	15	20.12266667	18	7.673076815	32.57225652	12.64	27.7	2.268731133	1000G
HACL1	25	22.02644	21	1.335314342	42.71756566	0.001	34	7.417138018	1000G
HAFML	9	21.99222222	20.4	18.29847502	25.68596942	13.84	29.4	6.273258092	1000G
HAGLR	33	23.38448485	23.6	11.16960347	35.59936623	9.258	32	3.586510945	1000G
HAO2	21	20.54304762	21.1	0.286	47.05618529	0.286	38	3.635110271	1000G
HAP1	67	16.04646269	17.8	0.097	40.09550482	0.097	41	2.953900441	1000G
HAPLN1	20	20.3518	22	1.418782627	39.28481737	0.021	34	7.71798149	1000G
HAPLN2	8	24.62625	25.85	19.10451036	30.14798964	16.58	32	6.577038731	1000G
HAPLN4	27	21.60203704	23	3.510118913	39.69395516	2.353	37	0.699785027	1000G
HAPSTR1	7	27.55714286	26.2	24.00628032	31.1080054	22.9	33	8.424430191	1000G
HARBI1	19	22.20894737	22.7	13.79254108	30.62535366	15.46	26.8	4.575050308	1000G
HAS1	43	24.54006977	24.2	7.716927101	41.36321243	9.953	44	2.28525754	1000G
HAS2	14	21.45142857	21.3	12.51652069	30.38633646	14.83	27.7	4.094140513	1000G
HAS3	45	20.58686667	21.1	4.393722545	36.78001079	3.035	35	1.032799799	1000G
HASPIN	59	13.08210169	15.56	0.006	36.55997569	0.006	29.1	2.407196215	1000G
HAT1	16	26.070625	24.15	12.71553855	39.42571145	18.37	34	4.169146869	1000G
HAUS1	15	21.86	22.8	11.62902996	32.09097004	13.74	29.1	3.759660761	1000G
HAUS2	19	20.57368421	21.9	2.31079113	38.83657729	0.03	33	0.247779337	1000G
HAUS3	30	18.99893333	19.125	0.907072343	37.09079432	0.201	37	5.873631885	1000G
HAUS4	18	20.33505556	19.92	5.152192474	35.51791864	8.841	34	1.318653865	1000G
HAUS5	52	19.26776923	21.15	0.003	39.07728762	0.003	34	2.39703559	1000G
HAUS5-DT	24	19.25316667	20.11	0.003	39.63335979	0.003	34	2.39703559	1000G
HAUS7	55	10.35832727	6.293	0.009	34.45144163	0.009	34	2.41735684	1000G
HAUS8	28	12.41632143	12.68	0.024	32.24104077	0.024	27.2	2.69078765	1000G
HAVCR1	28	6.070571429	3.332	0.009	25.70103913	0.009	34	2.41735684	1000G
HBBP1	2	8.6425	8.6425	4.348581638	12.93641836	6.285	11	1.01578698	1000G
HBE1	332	16.6693494	17.995	0.001	39.17983133	0.001	45	2.39026184	1000G
HBEGF	7	19.99428571	18.57	15.33255354	24.65601789	13.56	30	5.155454099	1000G
HBM	11	18.13136364	18.44	3.124190866	33.13853641	2.055	24	0.554335488	1000G
HBP1	13	23.54230769	22.4	8.281032308	38.80358308	15.96	37	2.497858937	1000G
HBZP1	8	16.995625	18.38	11.41071253	22.58053747	2.055	23.7	3.677380738	1000G
HCAR1	21	17.45366667	20.9	0.075	40.97966753	0.075	28.3	2.874606175	1000G
HCAR2	22	11.25122727	12.603	0.001	36.30596595	0.001	25.1	2.39026184	1000G
HCAR3	32	17.91590625	20.65	0.038	44.05693544	0.038	34	2.741247637	1000G
HCCS-DT	6	9.906166667	7.016	0.137	19.91141885	0.137	23.8	3.098071834	1000G
HCFC2	15	19.48333333	18.65	9.685689154	29.28097751	12.55	26.9	3.027249563	1000G
HCG17	4	17.2875	16.315	12.30231049	22.27268951	13.02	23.5	4.013408431	1000G
HCG18	3	18.71	17.1	13.58354601	23.83645399	15.53	23.5	4.496283715	1000G
HCG20	13	22.53684615	23.3	4.293995178	40.77969713	5.979	33	0.995214296	1000G
HCG21	80	6.2563875	2.071	0.001	25.30427245	0.001	23.8	2.39026184	1000G
HCG25	5	25.14	24.4	21.01506853	29.26493147	20.2	31	7.297094726	1000G
HCG4P8	29	17.52351724	20.2	0.001	38.41283356	0.001	36	2.39026184	1000G
HCK	26	18.45784615	21.95	0.001	43.7901358	0.001	29.5	2.39026184	1000G
HCLS1	44	19.26195455	22.9	0.009	42.74908046	0.009	36	2.41735684	1000G
HCRTR1	47	21.89442553	22.9	4.019012611	39.76983845	0.74	36	0.891578171	1000G
HDAC1	21	23.89619048	23.3	13.10475683	34.68762412	14.31	35	4.315836439	1000G
HDAC10	103	20.25913592	23.1	0.053	43.55133479	0.053	47	2.795311909	1000G
HDAC11	11	19.73972727	24	0.917	45.473807	0.917	32	5.909413988	1000G
HDAC1P2	2	23.145	23.145	14.30216918	31.98783082	18.29	28	4.767120237	1000G
HDAC2	2	17.655	17.655	12.83743306	22.47256694	15.01	20.3	4.215086779	1000G
HDAC2-AS2	14	22.64142857	23.45	10.25483098	35.02802616	14.25	31	3.241749175	1000G
HDAC3	34	23.03985294	23.35	0.966121271	45.11358461	1.136	42	6.086461039	1000G
HDAC7	49	18.68738776	21.1	1.006	39.18906082	1.006	29.4	6.230195337	1000G
HDC	13	16.94846154	23.1	0.049	46.26453023	0.049	31	2.78089477	1000G
HDDC2	21	25.30533333	27.1	9.975249482	40.63541719	9.292	34	3.136379792	1000G
HDGF	37	19.12483784	20.9	3.402335406	34.84734027	0.524	29.1	0.659163306	1000G
HDGFL1	12	9.545916667	9.7055	0.007	29.71466553	0.007	22.5	2.41058309	1000G
HDGFL2	53	18.03092453	20.6	0.005	40.85990236	0.005	36	2.40380934	1000G
HDGFL3	16	22.586875	21.75	11.96494494	33.20880506	13.57	29.3	3.886261251	1000G
HDHD2	14	24.61071429	24.05	8.817623043	40.40380553	12.83	35	2.700090611	1000G
HDHD3	28	19.09703571	21.65	1.277259586	36.91681184	0.773	27.9	7.207892143	1000G
HDHD5	21	22.77214286	24.5	0.223	46.45387548	0.223	40	3.408040328	1000G
HDLBP	43	17.93062791	19.88	0.004	41.87377579	0.004	37	2.400422465	1000G
HDX	13	19.19407692	21.6	6.71132467	31.67682918	6.773	24.9	1.906263551	1000G
HEATR1	125	18.44396	20.6	0.012	39.48782725	0.012	32	2.647536232	1000G
HEATR4	85	16.66741176	18.86	0.002	40.50655332	0.002	36	2.393648715	1000G
HEATR5A	104	22.81429808	23.8	3.600770007	42.02782615	0.851	45	0.73394984	1000G
HEATR5A-DT	8	19.630125	22.7	9.683106783	29.57714322	3.536	37	3.026276313	1000G
HEATR6	61	20.80008197	21.7	0.004	42.85382968	0.004	36	2.400422465	1000G
HEATR6-DT	8	17.29925	21.2	9.864941293	24.73355871	2.135	24.5	3.094806563	1000G
HEATR9	39	16.24176923	17.44	0.018	41.48184412	0.018	36	2.669161941	1000G
HEBP1	17	20.98276471	22.5	4.623197825	37.34233159	3.914	29.5	1.119285023	1000G
HEBP2	27	19.54474074	23.8	0.015	47.47328634	0.015	38	2.658349086	1000G
HECTD1	51	25.27921569	24.5	13.87604794	36.68238343	13.66	35	4.606522584	1000G
HECTD2	9	15.70455556	16.53	8.574642269	22.83446884	0.664	25.4	2.608515402	1000G
HECW1	53	20.80801887	23.2	0.002	48.38238426	0.002	46	2.393648715	1000G
HEG1	65	15.11712308	16.13	0.001	38.99448673	0.001	34	2.39026184	1000G
HELB	50	17.43604	18.715	0.007	46.47886055	0.007	41	2.41058309	1000G
HELLPAR	10	15.3785	15.445	0.007	35.36757055	0.007	25.6	2.41058309	1000G
HELQ	60	15.64616667	15.75	0.002	41.52434546	0.002	43	2.393648715	1000G
HELT	14	14.89478571	17.13	0.068	42.11105128	0.068	33	2.849376181	1000G
HELZ	62	20.47058065	22.85	3.296191615	37.64496968	0.051	33	0.619159565	1000G
HELZ2	270	14.02884815	16.73	0.002	37.29179713	0.002	28.3	2.393648715	1000G
HEMGN	22	10.75881818	11.5	0.076	27.16345657	0.076	21.1	2.87821046	1000G
HEMK1	22	20.3455	19.105	0.013	49.24601695	0.013	40	2.651140517	1000G
HENMT1	16	13.260875	13.265	0.561	38.74039627	0.561	28.9	4.626288595	1000G
HEPACAM2	26	17.57261538	19.145	1.551	39.00281475	1.551	31	8.194530561	1000G
HEPH	47	16.54212766	19.21	0.176	36.98990025	0.176	25.8	3.238638941	1000G
HERC2P10	3	23.53333333	23.7	22.48643954	24.58022713	22.6	24.3	7.851628753	1000G
HERC2P2	3	25.1	23.6	21.51639693	28.68360307	23.2	28.5	7.486036641	1000G
HERC2P3	2	26.4	26.4	26.21786136	26.58213864	26.3	26.5	9.257936452	1000G
HERC2P6	9	8.590222222	7.196	0.705499265	16.47494518	0.461	29.7	5.1471051	1000G
HERC3	39	18.67082051	20.1	1.74479369	35.59684734	4.727	33	0.03446479	1000G
HERC4	28	22.3225	22.8	15.30749469	29.33750531	14.79	26.1	5.146009858	1000G
HERC5	45	14.108	14.98	0.001	38.16472126	0.001	35	2.39026184	1000G
HERC6	47	15.92670213	18.94	0.001	42.94217192	0.001	35	2.39026184	1000G
HERPUD1	20	20.60395	21.7	2.397642008	38.81025799	0.289	31	0.280511916	1000G
HERPUD2	22	18.86895455	19.52	4.415944366	33.32196472	0.577	25.6	1.041174815	1000G
HERPUD2-AS1	2	17.52	17.52	16.53645136	18.50354864	16.98	18.06	5.609182156	1000G
HES1	9	28.54444444	28.7	24.67315821	32.41573068	21.6	34	8.675764819	1000G
HES3	13	15.63123077	17.02	0.326967957	30.93549358	2.327	24.8	3.782770456	1000G
HES4	20	18.1784	18.74	1.600141093	34.75665891	6.091	27.6	1.600141093	1000G
HES5	7	18.63342857	20.2	10.63191298	26.63494416	4.934	28.9	3.383864793	1000G
HES6	6	23.03616667	27.1	14.5797045	31.49262884	8.167	29.9	4.871718447	1000G
HEXD	42	14.4337619	15.82	0.052	35.88577644	0.052	27.3	2.791707624	1000G
HEXD-IT1	5	20.568	18.9	15.48375715	25.65224285	14.93	27.3	5.2124401	1000G
HEXIM1	21	18.46557143	19.57	2.877895402	34.05324746	6.8	28.4	0.46151103	1000G
HEXIM2	16	18.44875	22.15	0.637	37.12184467	0.637	24.6	4.900214241	1000G
HEXIM2-AS1	18	19.85444444	19.97	7.033884698	32.67500419	10.1	28.4	2.027830791	1000G
HEY1	8	25.65	25.25	22.12495854	29.17504146	20.2	32	7.715392881	1000G
HEY2-AS1	2	24.91	24.91	11.99637065	37.82362935	17.82	32	3.898105052	1000G
HEYL	21	20.60428571	19.7	0.39	44.46242553	0.39	39	4.009955891	1000G
HGFAC	73	16.64332877	17.03	0.027	39.04488388	0.027	33	2.701600504	1000G
HGH1	3	28.46666667	28.2	27.1018642	29.83146914	27.5	29.7	9.591101676	1000G
HGS	58	20.69858621	21.7	0.732217763	40.66495465	0.066	33	5.243406179	1000G
HHATL-AS1	26	23.50730769	23.8	8.253078199	38.76153719	12.81	36	2.487323522	1000G
HHEX	8	25.74875	23.85	20.14727352	31.35022648	19.89	41	6.970037946	1000G
HHIP	29	24.09672414	23.4	10.45820964	37.73523864	7.305	33	3.318399039	1000G
HHIP-AS1	13	23.96538462	23.4	13.9701527	33.96061653	16.95	31	4.641989023	1000G
HHIPL1	31	23.23664516	24.1	4.568901706	41.90438862	5.036	36	1.098821764	1000G
HHIPL2	48	20.315375	23.1	0.007	44.20835969	0.007	34	2.41058309	1000G
HHLA1	38	11.68878947	10.1	0.005	37.49313987	0.005	32	2.40380934	1000G
HHLA2	26	11.71911538	12.615	0.008	37.9628777	0.008	36	2.413969965	1000G
HIC1	16	24.81625	24.5	14.35922023	35.27327977	16.8	32	4.788621777	1000G
HIC2	30	16.98696667	20	0.004	38.93392045	0.004	29.7	2.400422465	1000G
HIF1A	27	19.81018519	23.1	0.55	42.39113151	0.55	33	4.586641462	1000G
HIF1A-AS1	3	2.873666667	0.643	0.55	7.663235819	0.55	7.428	4.586641462	1000G
HIF1A-AS3	24	21.92725	23.45	4.682025614	39.17247439	0.991	33	1.141456189	1000G
HIF1AP1	3	27.73333333	25	16.5507308	38.91593586	20.2	38	5.614563828	1000G
HIF3A	42	21.70142857	22.5	8.360431847	35.0424253	11.5	32	2.527783236	1000G
HIGD1A	10	19.5333	24.4	0.175	44.61736402	0.175	29	3.235034656	1000G
HIGD1AP11	23	20.42382609	22.6	0.030496911	40.81715526	0.059	32	2.714204369	1000G
HIGD1AP12	2	22.15	22.15	19.50898977	24.79101023	20.7	23.6	6.729479951	1000G
HIGD1AP5	5	24.2	24.1	21.73365185	26.66634815	21.1	26.6	7.567916225	1000G
HIGD1C	10	25.932	25.45	11.37110875	40.49289125	16.72	35	3.662454764	1000G
HIGD2A	16	13.8549375	11.33	1.434	36.45881363	1.434	25.5	7.772829237	1000G
HIGD2AP2	5	25.68	22.7	20.37334151	30.98665849	21.9	34	7.055239022	1000G
HIGD2B	11	11.75745455	13.27	1.272	25.00344855	1.272	17.99	7.188935097	1000G
HILPDA	5	18.61	16.53	10.58855819	26.63144181	11.58	32	3.36752513	1000G
HINFP	22	22.93195455	23.85	0.469616765	45.39429233	0.455	33	4.296917387	1000G
HINT3	11	16.13727273	21	0.048	47.03806473	0.048	37	2.777290485	1000G
HIP1	35	22.72488571	24.7	2.520203052	42.92956838	0.032	32	0.326703033	1000G
HIP1R	98	20.09735714	21.8	0.098798071	40.09591621	0.025	32	2.960381201	1000G
HIPK1	49	23.33120408	23.9	10.74650277	35.91590539	1.709	29.9	3.427051684	1000G
HIPK2	35	24.63885714	24.7	14.01240629	35.26530799	13.7	33	4.657913665	1000G
HIPK3	49	21.5307551	22.7	7.842911881	35.21859832	1.608	34	2.332739002	1000G
HIRIP3	54	18.59894444	20.41	0.246	41.93758125	0.246	36	3.490938878	1000G
HIVEP1	134	13.70808209	14.99	0.003	36.37264795	0.003	31	2.39703559	1000G
HIVEP3	168	18.188	19.83	0.001	40.63149945	0.001	46	2.39026184	1000G
HJURP	73	11.73131507	12.34	0.001	34.75181014	0.001	37	2.39026184	1000G
HK3	98	21.87792857	23.5	0.194496532	43.56136061	0.004	45	3.305305712	1000G
HKDC1	74	24.2075	25.05	6.781614181	41.63338582	0.007	35	1.93275444	1000G
HLA-A	25	15.93536	17.5	0.314	33.69295409	0.314	24.8	3.736030246	1000G
HLA-B	15	17.87313333	18.58	4.964082468	30.7821842	5.645	24.9	1.24775849	1000G
HLA-C	19	18.64273684	20.8	1.321851141	35.96362254	0.422	25.1	7.368612809	1000G
HLA-DMA	9	14.04322222	14.19	4.872093107	23.21435134	0.144	33	1.213089306	1000G
HLA-DMB	13	15.99123077	15.27	0.011	38.70937687	0.011	29	2.643931947	1000G
HLA-DOA	20	19.1292	21.8	0.027	41.23710689	0.027	32	2.701600504	1000G
HLA-DOB	11	18.86154545	22.4	0.056	44.84405487	0.056	40	2.806124764	1000G
HLA-DPA1	24	15.90379167	13.575	0.002	51.02724631	0.002	55	2.393648715	1000G
HLA-DPB1	12	19.59866667	16.39	0.002	63.05535082	0.002	55	2.393648715	1000G
HLA-DQA1	7	18.67985714	19.79	11.41329927	25.94641502	1.079	24.5	3.678355634	1000G
HLA-DQA2	18	15.77494444	19.625	0.032	37.93035282	0.032	25.7	2.719621928	1000G
HLA-DQB1	5	20.1496	21.8	12.68351598	27.61568402	9.208	27.5	4.157078123	1000G
HLA-DQB1-AS1	4	22.885	23.45	17.88087976	27.88912024	17.14	27.5	6.115873731	1000G
HLA-DQB2	11	21.36027273	23.8	0.678	46.43728038	0.678	37	5.047989918	1000G
HLA-DRA	10	16.3072	18.885	1.628	39.41020555	1.628	26.7	1.628	1000G
HLA-DRB1	8	22.1925	22.65	19.32195323	25.06304677	15.14	26.2	6.658989147	1000G
HLA-DRB5	3	24.14	23.3	12.64342361	35.63657639	15.12	34	4.141968008	1000G
HLA-E	15	15.7602	17.43	2.449	33.09935994	2.449	23.2	0.299867846	1000G
HLA-F	22	19.18263636	18.34	2.846099433	35.51917329	8.636	34	0.449527685	1000G
HLA-G	29	17.52351724	20.2	0.001	38.41283356	0.001	36	2.39026184	1000G
HLA-L	2	13.02	13.02	13.02	13.02	13.02	13.02	4.283893071	1000G
HLA-N	4	19.0175	18.71	11.42804082	26.60695918	12.45	26.2	3.683911466	1000G
HLF	6	25.25	24.75	23.1374448	27.3625552	23.5	29.4	8.096981264	1000G
HLTF-AS1	2	20.95	20.95	20.67679204	21.22320796	20.8	21.1	7.169604228	1000G
HLX	24	19.573875	21.5	0.669	42.5084642	0.669	41	5.015551355	1000G
HLX-AS1	24	19.573875	21.5	0.669	42.5084642	0.669	41	5.015551355	1000G
HM13	11	23.40272727	23.6	16.9183119	29.88714265	18.93	28.9	5.753098721	1000G
HM13-AS1	2	23.8	23.8	23.07144545	24.52855455	23.4	24.2	8.072107263	1000G
HMBOX1	4	24.375	24.85	21.40667803	27.34332197	20.8	27	7.444685503	1000G
HMCES	23	20.23221739	21	0.102	41.05773731	0.102	36	2.971921865	1000G
HMCN2	83	17.40920482	19.7	0.014	36.52249542	0.014	43	2.654744801	1000G
HMG20A	12	23.46083333	23	13.62592903	33.29573764	17.59	32	4.512257137	1000G
HMG20B	10	20.523	21.8	7.922933719	33.12306628	7.21	25.1	2.362897835	1000G
HMGA1P8	37	15.01545946	16.56	0.064	39.0874337	0.064	34	2.834959042	1000G
HMGA2-AS1	10	5.1423	4.841	0.13	13.9517626	0.13	12.52	3.07284184	1000G
HMGB1P1	9	4.922222222	3.759	0.957566916	8.886877528	0.001	15.02	6.055628708	1000G
HMGB1P11	7	18.58657143	19.2	13.01941177	24.15373109	8.966	27.3	4.283671377	1000G
HMGB1P14	2	0.626	0.626	0.181	1.436516934	0.181	1.071	3.256660365	1000G
HMGB1P19	10	18.6195	21.14	0.005	38.50393664	0.005	25.8	2.40380934	1000G
HMGB1P30	4	18.82225	19.6	4.035672482	33.60882752	2.089	34	0.897856985	1000G
HMGB1P39	17	20.74994118	22.5	5.391486089	36.10839626	0.029	27.6	1.408839448	1000G
HMGB1P7	9	20.79155556	23.7	14.31999721	27.2631139	0.024	25.7	4.773839308	1000G
HMGB2	2	13.44	13.44	10.50756795	16.37243205	11.83	15.05	3.337001322	1000G
HMGB3P14	5	26.9	24.8	23.4341932	30.3658068	24.3	32	8.20882055	1000G
HMGB3P4	2	14	14	2.16098861	25.83901139	7.5	20.5	0.191321385	1000G
HMGB3P8	7	12.70385714	11.54	6.217618578	19.19009571	0.176	23.1	1.72019435	1000G
HMGB4	12	20.44083333	21.45	0.25	42.63909369	0.25	37	3.505356018	1000G
HMGCLL1	19	23.96326316	24.9	8.00090857	39.92561775	7.242	34	2.392285194	1000G
HMGCS1	9	24.15666667	25.5	19.94639206	28.36694128	15.4	32	6.894329233	1000G
HMGN1	3	24.36666667	23.5	22.11019402	26.62313931	23.1	26.5	7.709828392	1000G
HMGN1P1	3	14.43166667	14.72	6.760671097	22.10266224	7.975	20.6	1.924861358	1000G
HMGN1P12	7	17.28628571	13.57	5.742120774	28.83045065	4.773	42	1.540987535	1000G
HMGN1P15	2	23.64	23.64	16.97372589	30.30627411	19.98	27.3	5.773983289	1000G
HMGN1P20	5	10.2052	7.152	0.838	21.17905693	0.838	28.6	5.624675488	1000G
HMGN1P4	7	25.58571429	24.2	20.22041566	30.95101291	19.02	36	6.997603942	1000G
HMGN2	5	28.52	28.5	24.82557467	32.21442533	24.3	33	8.733207922	1000G
HMGN2P16	6	20.54	19.04	16.53816457	24.54183543	15.71	26.9	5.609827836	1000G
HMGN2P23	14	15.84935714	18.17	0.073	40.83582785	0.073	35	2.867397605	1000G
HMGN2P40	2	12.81	12.81	7.892256807	17.72774319	10.11	15.51	2.351336243	1000G
HMGN2P48	3	17.83	20.1	12.84404191	22.81595809	13.09	20.3	4.217577542	1000G
HMGN2P5	12	26.125	26.15	21.67081959	30.57918041	23.3	29	7.544235845	1000G
HMGN3	2	24.3	24.3	23.02502954	25.57497046	23.6	25	8.054613917	1000G
HMGN4	6	18.591	20.55	13.03044881	24.15155119	8.096	23.4	4.287831046	1000G
HMGN5	9	4.926888889	1.137	0.105	10.72145426	0.105	20.2	2.982734719	1000G
HMGXB4	29	20.8497931	22.7	2.66911864	39.03046757	0.001	31	0.382826716	1000G
HMHB1	4	11.70075	14.805	2.848053685	20.55344632	0.133	17.06	0.450264208	1000G
HMMR-AS1	15	25.982	24.2	2.903090362	49.06090964	10.4	46	0.47100657	1000G
HMOX2	22	21.68540909	23.25	0.644612677	42.7262055	2.571	34	4.927652498	1000G
HMSD	24	12.77983333	14.39	0.103	34.70319376	0.103	29.2	2.97552615	1000G
HMX3	13	23.11361538	24	10.01184136	36.21538941	8.707	29.4	3.150170631	1000G
HNF4G	15	22.51933333	21.2	3.285246147	41.75342052	12.69	43	0.61503441	1000G
HNRNPA0	6	22.75	22.35	21.11328393	24.38671607	20.8	25.7	7.334110393	1000G
HNRNPA1L2	28	15.91732143	15.405	3.419	32.76565541	3.419	34	0.6654439	1000G
HNRNPA1P16	2	27.6	27.6	21.40728635	33.79271365	24.2	31	7.44491477	1000G
HNRNPA1P2	5	6.1266	0.792	0.082	16.38649319	0.082	23.4	2.899836169	1000G
HNRNPA1P21	18	19.29566667	21.65	0.2	41.4635581	0.2	32	3.325141777	1000G
HNRNPA1P26	5	18.719	23.8	10.9873263	26.4506737	8.655	24.3	3.517813863	1000G
HNRNPA1P40	3	24.7	24.6	23.17853962	26.22146038	23.5	26	8.112469182	1000G
HNRNPA1P49	3	13.87033333	19.1	0.011	28.58996219	0.011	22.5	2.643931947	1000G
HNRNPA1P54	8	16.126875	17.61	6.767911468	25.48583853	0.01	27.9	1.927590127	1000G
HNRNPA1P62	5	27.94	26.5	22.978014	32.901986	23.5	36	8.036894579	1000G
HNRNPA1P74	5	23.82	24.3	21.56571519	26.07428481	20.4	26.4	7.504623832	1000G
HNRNPA1P9	9	21.50755556	25.4	16.4290368	26.58607431	8.888	26.3	5.568699485	1000G
HNRNPA3	7	22.67571429	23.1	18.85335669	26.49807188	14.13	28.2	6.482383299	1000G
HNRNPA3P15	3	23.96666667	23.3	21.67132369	26.26200964	22.5	26.1	7.544425831	1000G
HNRNPA3P16	2	14.98	14.98	13.15861363	16.80138637	13.98	15.98	4.336134127	1000G
HNRNPA3P9	5	25.976	23.8	19.91857124	32.03342876	18.78	33	6.883844053	1000G
HNRNPCL1	32	14.1638125	14.715	0.106	30.61824083	0.106	30	2.986339004	1000G
HNRNPDLP4	16	8.2543125	8.4805	0.398	21.69181517	0.398	16.36	4.03879017	1000G
HNRNPL	12	19.84191667	23.7	0.026	48.65244097	0.026	34	2.697996219	1000G
HNRNPLL	13	23.98538462	25	16.18338114	31.78738809	17.51	29.5	5.476116159	1000G
HNRNPM	30	22.1869	22.7	9.894566661	34.47923334	5.487	34	3.105971846	1000G
HOATZ	11	14.25436364	18.42	0.268	35.80072385	0.268	24.2	3.570233144	1000G
HOMER3	34	21.57714706	23.3	0.345	45.80749495	0.345	38	3.847763075	1000G
HOMER3-AS1	5	30.92	33	24.72454416	37.11545584	23.1	38	8.695131287	1000G
HOOK1	27	24.89951852	24.9	8.9193347	40.87970234	8.937	44	2.738423958	1000G
HOOK3	18	24.06683333	24.65	10.01914219	38.11452448	9.113	33	3.152922187	1000G
HOPX	3	14.65266667	9.955	1.003	34.69722593	1.003	33	6.219382482	1000G
HORMAD1	18	15.90327778	17.655	0.02	33.95844674	0.02	26.9	2.67637051	1000G
HORMAD2	14	21.34171429	23.6	3.495067634	39.18836094	9.144	37	0.694112462	1000G
HORMAD2-AS1	41	17.64429268	19.33	0.059	42.21524851	0.059	34	2.816937618	1000G
HOTAIR	12	26.35833333	26.1	13.36189461	39.35477206	13.8	34	4.412747177	1000G
HOXA5	10	28.154	29.75	15.20163912	41.10636088	17.24	33	5.10611474	1000G
HOXA6	16	24.4045625	28.4	0.159	49.87209978	0.159	33	3.177366099	1000G
HOXA7	13	20.77484615	23.5	0.159	44.18162568	0.159	32	3.177366099	1000G
HOXB-AS1	48	21.19016667	22.95	0.294	43.55189466	0.294	42	3.663944549	1000G
HOXB-AS2	2	27.8	27.8	27.61786136	27.98213864	27.7	27.9	9.785571994	1000G
HOXB-AS4	12	25.00583333	25.45	15.23932673	34.77233993	15.57	31	5.120318544	1000G
HOXB2	26	19.23903846	21.3	0.294	44.51306379	0.294	42	3.663944549	1000G
HOXB4	11	21.46190909	22.6	9.427367519	33.49645066	9.021	26.9	2.929892652	1000G
HOXB7	44	26.29136364	25.35	14.20333875	38.37938852	15.57	42	4.729872772	1000G
HOXB8	29	26.12241379	24.8	15.8625116	36.38231599	19.85	34	5.355186033	1000G
HOXB9	15	26.618	25.5	11.65029587	41.58570413	15.57	42	3.767675512	1000G
HOXC-AS1	12	26.09166667	26	18.71676978	33.46656356	22.2	32	6.430906077	1000G
HOXC-AS2	15	27.85333333	27.8	17.32920101	38.37746565	22.2	35	5.907955651	1000G
HOXC-AS3	22	23.74672727	24.2	5.190304452	42.30315009	0.008	35	1.333017603	1000G
HOXC10	22	23.74672727	24.2	5.190304452	42.30315009	0.008	35	1.333017603	1000G
HOXC11	12	26.35833333	26.1	13.36189461	39.35477206	13.8	34	4.412747177	1000G
HOXC12	12	27.5975	30	11.7354585	43.4595415	17.19	34	3.799771819	1000G
HOXC4	30	29.076	29.6	16.52173881	41.63026119	16.66	35	5.603637253	1000G
HOXC5	18	29.96666667	32	19.23507495	40.69825838	23.8	35	6.626246242	1000G
HOXC6	52	26.59861538	26.35	10.52382848	42.67340229	0.008	35	3.343129632	1000G
HOXC8	8	26.1	24.2	22.00162771	30.19837229	22.1	34	7.668911646	1000G
HOXC9	12	26.09166667	26	18.71676978	33.46656356	22.2	32	6.430906077	1000G
HOXD-AS2	46	24.14336957	23.55	7.438534764	40.84820437	6.495	35	2.180336332	1000G
HOXD1	12	20.8515	20.5	6.314376962	35.38862304	9.258	29.9	1.756660895	1000G
HOXD11	31	22.11029032	24.1	5.266791984	38.95378866	1.053	32	1.361844418	1000G
HOXD12	23	21.89952174	24.1	4.170550964	39.62849251	1.053	32	0.948690329	1000G
